issue_id,rule_id,record_id,finding_id,finding_summary,row_index,issue_type,issue_category,status,risk_level,determinism_type,review_state,detected_at,column,field_names,detected_value,expected_value,evidence_expected,checked_column,value,observed_value,anomaly_score,lower_bound,upper_bound,reason,method,message,why_it_matters,possible_vat_review_impact,recommended_manual_check,trigger_reason,trigger_rule,fields_to_check,suggested_action,review_note,date,description,net_amount,vat_amount,category
ISSUE-VR008-ROW-2019,VR008,ROW-2019,ISSUE-VR008-ROW-2019,row 2019: repeated row detected,2019,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2019.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,26/03/2025,Renewals of Roads,50486.41,0.0,TA Renewal of Roads - Capital
ISSUE-VR008-ROW-2020,VR008,ROW-2020,ISSUE-VR008-ROW-2020,row 2020: repeated row detected,2020,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2020.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,26/03/2025,Renewals of Roads,50486.41,0.0,TA Renewal of Roads - Capital
ISSUE-VR008-ROW-2226,VR008,ROW-2226,ISSUE-VR008-ROW-2226,row 2226: repeated row detected,2226,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2226.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,14/03/2025,RIS 2 Schemes,43029.42,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2227,VR008,ROW-2227,ISSUE-VR008-ROW-2227,row 2227: repeated row detected,2227,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2227.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,14/03/2025,RIS 2 Schemes,43029.42,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2278,VR008,ROW-2278,ISSUE-VR008-ROW-2278,row 2278: repeated row detected,2278,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2278.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2279,VR008,ROW-2279,ISSUE-VR008-ROW-2279,row 2279: repeated row detected,2279,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2279.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2280,VR008,ROW-2280,ISSUE-VR008-ROW-2280,row 2280: repeated row detected,2280,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2280.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2281,VR008,ROW-2281,ISSUE-VR008-ROW-2281,row 2281: repeated row detected,2281,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2281.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2282,VR008,ROW-2282,ISSUE-VR008-ROW-2282,row 2282: repeated row detected,2282,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2282.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2283,VR008,ROW-2283,ISSUE-VR008-ROW-2283,row 2283: repeated row detected,2283,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2283.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2284,VR008,ROW-2284,ISSUE-VR008-ROW-2284,row 2284: repeated row detected,2284,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2284.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2285,VR008,ROW-2285,ISSUE-VR008-ROW-2285,row 2285: repeated row detected,2285,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2285.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2286,VR008,ROW-2286,ISSUE-VR008-ROW-2286,row 2286: repeated row detected,2286,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2286.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2287,VR008,ROW-2287,ISSUE-VR008-ROW-2287,row 2287: repeated row detected,2287,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2287.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2288,VR008,ROW-2288,ISSUE-VR008-ROW-2288,row 2288: repeated row detected,2288,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2288.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2289,VR008,ROW-2289,ISSUE-VR008-ROW-2289,row 2289: repeated row detected,2289,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2289.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2290,VR008,ROW-2290,ISSUE-VR008-ROW-2290,row 2290: repeated row detected,2290,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2290.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2291,VR008,ROW-2291,ISSUE-VR008-ROW-2291,row 2291: repeated row detected,2291,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2291.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2292,VR008,ROW-2292,ISSUE-VR008-ROW-2292,row 2292: repeated row detected,2292,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2292.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2293,VR008,ROW-2293,ISSUE-VR008-ROW-2293,row 2293: repeated row detected,2293,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2293.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2294,VR008,ROW-2294,ISSUE-VR008-ROW-2294,row 2294: repeated row detected,2294,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2294.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2295,VR008,ROW-2295,ISSUE-VR008-ROW-2295,row 2295: repeated row detected,2295,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2295.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,19/03/2025,Customer Operations Traffic Management,41328.43,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2381,VR008,ROW-2381,ISSUE-VR008-ROW-2381,row 2381: repeated row detected,2381,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2381.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2382,VR008,ROW-2382,ISSUE-VR008-ROW-2382,row 2382: repeated row detected,2382,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2382.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2383,VR008,ROW-2383,ISSUE-VR008-ROW-2383,row 2383: repeated row detected,2383,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2383.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2384,VR008,ROW-2384,ISSUE-VR008-ROW-2384,row 2384: repeated row detected,2384,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2384.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2385,VR008,ROW-2385,ISSUE-VR008-ROW-2385,row 2385: repeated row detected,2385,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2385.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2386,VR008,ROW-2386,ISSUE-VR008-ROW-2386,row 2386: repeated row detected,2386,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2386.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2387,VR008,ROW-2387,ISSUE-VR008-ROW-2387,row 2387: repeated row detected,2387,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2387.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2388,VR008,ROW-2388,ISSUE-VR008-ROW-2388,row 2388: repeated row detected,2388,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2388.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2389,VR008,ROW-2389,ISSUE-VR008-ROW-2389,row 2389: repeated row detected,2389,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2389.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
ISSUE-VR008-ROW-2390,VR008,ROW-2390,ISSUE-VR008-ROW-2390,row 2390: repeated row detected,2390,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:18Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 2390.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
